0.00995,0.0028203
0.01,-0.0023677
0.01005,0.0034303
0.0101,0.0067873
0.01015,0.0064823
0.0102,0.0043453
0.01025,-0.0020627
0.0103,0.0019043
0.01035,-0.00084274
0.0104,-0.0026737
0.01045,-0.0072507
0.0105,-0.01427
0.01055,0.0025143
0.0106,-0.0011477
0.01065,0.00068326
0.0107,0.0061773
0.01075,0.0058713
0.0108,0.0022093
0.01085,0.011365
0.0109,0.0080083
0.01095,0.0012943
0.011,-0.0066407
0.01105,7.326e-05
0.0111,-0.0035887
0.01115,-0.0054197
0.0112,-0.0029787
0.01125,-0.0057247
0.0113,-0.0054197
0.01135,0.0077023
0.0114,7.326e-05
0.01145,0.0022093
0.0115,0.0049563
0.01155,0.0028203
0.0116,0.0046513
0.01165,-0.00023174
0.0117,0.00098926
0.01175,-0.00023174
0.0118,-0.0011477
0.01185,-0.0011477
0.0119,-0.00023174
0.01195,-0.0057247
0.012,-0.0029787
0.01205,-0.0035887
0.0121,0.0019043
0.01215,0.00037826
0.0122,0.0031253
0.01225,0.0031253
0.0123,-0.0011477
0.01235,0.0077023
0.0124,0.0058713
0.01245,-0.0032837
0.0125,-0.00023174
0.01255,-0.00084274
0.0126,-0.0029787
0.01265,0.00068326
0.0127,-0.0023677
0.01275,-0.0048097
0.0128,-0.0072507
0.01285,-0.0069457
0.0129,0.0019043
0.01295,-0.0023677
0.013,0.0028203
0.01305,0.0015993
0.0131,-0.0023677
0.01315,0.0089233
0.0132,0.0055663
0.01325,0.0028203
0.0133,-0.00084274
0.01335,-0.0072507
0.0134,-0.0038937
0.01345,-0.0017577
0.0135,-0.0060307
0.01355,-0.0099977
0.0136,-0.0081667
0.01365,0.00037826
0.0137,-0.00084274
0.01375,0.0022093
0.0138,0.0028203
0.01385,0.0034303
0.0139,0.0031253
0.01395,0.014416
0.014,0.0043453
0.01405,0.0031253
0.0141,-0.0032837
0.01415,7.326e-05
0.0142,-0.0020627
0.01425,-0.0081667
0.0143,-0.0066407
0.01435,-0.0048097
0.0144,-0.0066407
0.01445,0.00068326
0.0145,0.0052613
0.01455,0.0031253
0.0146,0.0046513
0.01465,0.0034303
0.0147,0.0064823
0.01475,0.0070923
0.0148,0.0022093
0.01485,-0.0032837
0.0149,-0.0045047
0.01495,0.00068326
0.015,0.00068326
0.01505,-0.0072507
0.0151,-0.0060307
0.01515,-0.0054197
0.0152,0.00098926
0.01525,0.0070923
0.0153,7.326e-05
0.01535,0.0022093
0.0154,0.00068326
0.01545,0.0077023
0.0155,0.0061773
0.01555,7.326e-05
0.0156,-0.0029787
0.01565,-0.00023174
0.0157,-0.0035887
0.01575,0.0046513
0.0158,-0.0048097
0.01585,-0.0045047
0.0159,-0.0041987
0.01595,-0.0048097
0.016,0.0015993
0.01605,0.0015993
0.0161,0.00098926
0.01615,0.0028203
0.0162,0.0034303
0.01625,0.0046513
0.0163,0.010754
0.01635,0.0025143
0.0164,0.0052613
0.01645,0.0025143
0.0165,-0.0017577
0.01655,0.00098926
0.0166,-0.0029787
0.01665,-0.0099977
0.0167,-0.012439
0.01675,0.00068326
0.0168,0.00068326
0.01685,0.00037826
0.0169,0.0052613
0.01695,0.0022093
0.017,0.0034303
0.01705,0.0080083
0.0171,0.0092283
0.01715,7.326e-05
0.0172,0.00098926
0.01725,-0.0054197
0.0173,7.326e-05
0.01735,-0.0038937
0.0174,-0.0060307
0.01745,-0.0029787
0.0175,-0.0069457
0.01755,0.0012943
0.0176,0.0043453
0.01765,0.00068326
0.0177,0.0046513
0.01775,0.0089233
0.0178,0.0043453
0.01785,0.0073973
0.0179,-0.0035887
0.01795,-0.0020627
0.018,-0.0011477
0.01805,-0.0014527
0.0181,-0.0054197
0.01815,-0.0038937
0.0182,-0.0075557
0.01825,-0.0072507
0.0183,0.0022093
0.01835,0.0061773
0.0184,0.0073973
0.01845,0.0019043
0.0185,0.0080083
0.01855,0.0064823
0.0186,0.0086183
0.01865,0.0031253
0.0187,-0.0020627
0.01875,-0.0032837
0.0188,-0.0032837
0.01885,-0.00023174
0.0189,-0.0041987
0.01895,-0.0075557
0.019,-0.0075557
0.01905,-0.0051147
0.0191,0.00068326
0.01915,0.0049563
0.0192,0.0015993
0.01925,0.0064823
0.0193,7.326e-05
0.01935,0.0064823
0.0194,0.0055663
0.01945,-0.0023677
0.0195,-0.0041987
0.01955,0.0022093
0.0196,-0.0032837
0.01965,0.0031253
0.0197,-0.0060307
0.01975,-0.0072507
0.0198,-0.0023677
0.01985,0.00068326
0.0199,0.0037353
0.01995,-0.0017577
0.02,0.0055663
0.02005,0.0046513
0.0201,0.0028203
0.02015,0.0061773
0.0202,0.00068326
0.02025,-0.0054197
0.0203,-0.00023174
0.02035,-0.0026737
0.0204,-0.0017577
0.02045,-0.0051147
0.0205,-0.011218
0.02055,-0.0066407
0.0206,-0.0038937
0.02065,0.00068326
0.0207,0.00098926
0.02075,0.0055663
0.0208,0.00068326
0.02085,0.0077023
0.0209,0.0073973
0.02095,0.010144
0.021,-0.0029787
0.02105,-0.00053674
0.0211,-0.0035887
0.02115,-0.0014527
0.0212,-0.0017577
0.02125,-0.0075557
0.0213,-0.0087767
0.02135,-0.0078617
0.0214,-0.0054197
0.02145,0.0025143
0.0215,0.00098926
0.02155,7.326e-05
0.0216,0.011059
0.02165,0.0046513
0.0217,0.0089233
0.02175,0.0055663
0.0218,0.00098926
0.02185,0.0028203
0.0219,-0.0026737
0.02195,-0.0011477
0.022,-0.0045047
0.02205,-0.010303
0.0221,-0.0090817
0.02215,-0.00023174
0.0222,-0.0020627
0.02225,-0.0038937
0.0223,0.0037353
0.02235,0.0049563
0.0224,0.0040403
0.02245,0.0083133
0.0225,0.0028203
0.02255,-0.0029787
0.0226,-0.0014527
0.02265,0.0015993
0.0227,-0.0060307
0.02275,-0.0032837
0.0228,-0.0048097
0.02285,-0.0069457
0.0229,-0.0023677
0.02295,0.0012943
0.023,0.0040403
0.02305,0.0025143
0.0231,0.0022093
0.02315,0.0046513
0.0232,0.0040403
0.02325,0.0083133
0.0233,0.0049563
0.02335,-0.0051147
0.0234,0.0015993
0.02345,-0.00084274
0.0235,-0.0032837
0.02355,-0.0014527
0.0236,-0.0078617
0.02365,-0.0026737
0.0237,7.326e-05
0.02375,0.0019043
0.0238,0.0015993
0.02385,0.0055663
0.0239,-0.0014527
0.02395,0.0052613
0.024,0.0055663
0.02405,0.0058713
0.0241,-0.0020627
0.02415,-0.0035887
0.0242,-0.00084274
0.02425,-0.0017577
0.0243,-0.0023677
0.02435,-0.0026737
0.0244,-0.0041987
0.02445,-0.0035887
0.0245,0.00068326
0.02455,-0.0017577
0.0246,-0.0026737
0.02465,0.0015993
0.0247,0.0055663
0.02475,0.0098393
0.0248,0.0052613
0.02485,0.0083133
0.0249,-0.0023677
0.02495,-0.0023677
0.025,-0.0048097
0.02505,-0.0020627
0.0251,-0.0011477
0.02515,-0.010608
0.0252,-0.0072507
0.02525,0.0040403
0.0253,-0.0032837
0.02535,0.0031253
0.0254,0.0031253
0.02545,0.0034303
0.0255,0.0052613
0.02555,0.0086183
0.0256,0.0058713
0.02565,0.0015993
0.0257,-0.0032837
0.02575,0.0015993
0.0258,-0.0054197
0.02585,-0.00084274
0.0259,-0.0084717
0.02595,-0.010303
0.026,-0.0035887
0.02605,0.0022093
0.0261,-0.00023174
0.02615,0.0031253
0.0262,0.0046513
0.02625,0.0025143
0.0263,0.0077023
0.02635,0.0089233
0.0264,-0.00084274
0.02645,-0.0045047
0.0265,-0.00053674
0.02655,-0.0023677
0.0266,-0.0045047
0.02665,-0.0060307
0.0267,-0.0081667
0.02675,-0.0078617
0.0268,-0.00053674
0.02685,0.0012943
0.0269,0.00068326
0.02695,0.0070923
0.027,-0.0011477
0.02705,0.0070923
0.0271,0.0052613
0.02715,0.0055663
0.0272,0.00068326
0.02725,-0.0063357
0.0273,-0.0057247
0.02735,-0.0029787
0.0274,-0.0060307
0.02745,-0.0011477
0.0275,-0.010608
0.02755,0.0015993
0.0276,0.0037353
0.02765,0.0019043
0.0277,0.00098926
0.02775,0.00037826
0.0278,0.00098926
0.02785,0.0046513
0.0279,0.0064823
0.02795,0.0043453
0.028,0.0025143
0.02805,-0.0051147
0.0281,0.00068326
0.02815,7.326e-05
0.0282,-0.0038937
0.02825,-0.0063357
0.0283,-0.0041987
0.02835,7.326e-05
0.0284,-0.0038937
0.02845,0.00068326
0.0285,0.0025143
0.02855,0.0019043
0.0286,-0.00053674
0.02865,0.01228
0.0287,0.0055663
0.02875,0.0034303
0.0288,-0.0026737
0.02885,0.00068326
0.0289,-0.0038937
0.02895,-0.0045047
0.029,-0.0045047
0.02905,-0.0072507
0.0291,-0.0038937
0.02915,-0.00053674
0.0292,0.00068326
0.02925,0.0025143
0.0293,0.0022093
0.02935,0.0012943
0.0294,0.0073973
0.02945,0.0046513
0.0295,7.326e-05
0.02955,0.0015993
0.0296,-0.0011477
0.02965,-0.0017577
0.0297,-0.0014527
0.02975,-0.0045047
0.0298,-0.0075557
0.02985,-0.0072507
0.0299,0.0015993
0.02995,0.0019043
0.03,0.0022093
0.03005,0.0037353
0.0301,0.0037353
0.03015,0.0080083
0.0302,0.0049563
0.03025,0.0040403
0.0303,-0.0020627
0.03035,-0.0045047
0.0304,-0.0029787
0.03045,0.0028203
0.0305,-0.011829
0.03055,-0.0054197
0.0306,-0.0066407
0.03065,-0.0041987
0.0307,0.0052613
0.03075,0.0052613
0.0308,0.0019043
0.03085,0.0034303
0.0309,0.0055663
0.03095,0.0034303
0.031,0.0058713
0.03105,0.0022093
0.0311,0.0012943
0.03115,-0.0051147
0.0312,-0.00023174
0.03125,-0.0026737
0.0313,-0.0078617
0.03135,-0.0081667
0.0314,-0.0051147
0.03145,0.0046513
0.0315,-0.0014527
0.03155,0.0055663
0.0316,0.0022093
0.03165,-0.00053674
0.0317,0.0055663
0.03175,0.0083133
0.0318,0.0019043
0.03185,-0.0032837
0.0319,-0.0066407
0.03195,7.326e-05
0.032,-0.00023174
0.03205,-0.0048097
0.0321,-0.0072507
0.03215,-0.0054197
0.0322,-0.0023677
0.03225,0.0012943
0.0323,0.0012943
0.03235,0.0019043
0.0324,0.0043453
0.03245,0.0034303
0.0325,0.010754
0.03255,0.0089233
0.0326,0.0028203
0.03265,0.0022093
0.0327,0.0028203
0.03275,7.326e-05
0.0328,-0.0057247
0.03285,-0.0029787
0.0329,-0.0063357
0.03295,-0.012439
0.033,0.0034303
0.03305,0.0031253
0.0331,-0.0011477
0.03315,0.0061773
0.0332,0.0031253
0.03325,0.0022093
0.0333,0.0046513
0.03335,0.0064823
0.0334,0.0022093
0.03345,-0.00053674
0.0335,-0.00053674
0.03355,-0.0026737
0.0336,-0.0093867
0.03365,-0.0032837
0.0337,-0.0069457
0.03375,-0.0045047
0.0338,0.0034303
0.03385,0.0028203
0.0339,0.0015993
0.03395,0.0028203
0.034,0.0049563
0.03405,0.0070923
0.0341,0.0055663
0.03415,0.0040403
0.0342,-0.0035887
0.03425,0.0034303
0.0343,0.0015993
0.03435,-0.0017577
0.0344,-0.0069457
0.03445,-0.0057247
0.0345,-0.00023174
0.03455,-0.0017577
0.0346,0.0022093
0.03465,0.00037826
0.0347,0.0055663
0.03475,0.0015993
0.0348,0.0034303
0.03485,0.0046513
0.0349,0.0022093
0.03495,-0.00023174
0.035,0.0046513
0.03505,-0.0035887
0.0351,0.00068326
0.03515,-0.0063357
0.0352,-0.0078617
0.03525,-0.0041987
0.0353,-0.0032837
0.03535,0.0046513
0.0354,-0.0014527
0.03545,0.0052613
0.0355,0.0015993
0.03555,0.0034303
0.0356,0.0046513
0.03565,0.010449
0.0357,-0.0048097
0.03575,0.0070923
0.0358,0.0012943
0.03585,-0.0014527
0.0359,0.00098926
0.03595,-0.0051147
0.036,-0.0084717
0.03605,-0.0066407
0.0361,0.00068326
0.03615,0.0019043
0.0362,-0.00023174
0.03625,0.0070923
0.0363,0.00068326
0.03635,0.0070923
0.0364,0.0073973
0.03645,0.0052613
0.0365,-0.0029787
0.03655,-0.0020627
0.0366,-0.0084717
0.03665,-0.0026737
0.0367,-0.0045047
0.03675,-0.0072507
0.0368,-0.0032837
0.03685,-0.0078617
0.0369,0.00037826
0.03695,0.0015993
0.037,0.0012943
0.03705,0.0089233
0.0371,0.0064823
0.03715,0.0034303
0.0372,0.012585
0.03725,-0.0011477
0.0373,-0.0020627
0.03735,-0.0029787
0.0374,-0.0048097
0.03745,-0.0051147
0.0375,-0.010303
0.03755,-0.0075557
0.0376,-0.0023677
0.03765,7.326e-05
0.0377,7.326e-05
0.03775,0.0055663
0.0378,0.0022093
0.03785,0.0064823
0.0379,0.0077023
0.03795,0.01289
0.038,-0.0035887
0.03805,0.0025143
0.0381,-0.0014527
0.03815,-0.0054197
0.0382,-0.0014527
0.03825,-0.0029787
0.0383,-0.01366
0.03835,-0.0020627
0.0384,-0.0026737
0.03845,0.00098926
0.0385,0.0067873
0.03855,0.0034303
0.0386,0.00098926
0.03865,0.00037826
0.0387,0.0089233
0.03875,0.0043453
0.0388,-0.0017577
0.03885,-0.0038937
0.0389,0.0034303
0.03895,-0.0069457
0.039,-0.0026737
0.03905,-0.0038937
0.0391,-0.0093867
0.03915,-0.00053674
0.0392,0.00098926
0.03925,0.0012943
0.0393,0.0012943
0.03935,0.0055663
0.0394,0.0025143
0.03945,0.0043453
0.0395,0.0043453
0.03955,0.0046513
0.0396,-0.0029787
0.03965,-0.00053674
0.0397,7.326e-05
0.03975,-0.0041987
0.0398,-0.0020627
0.03985,-0.0090817
0.0399,-0.0072507
0.03995,0.0019043
0.04,-0.0020627
0.04005,-0.00084274
0.0401,-0.0017577
0.04015,0.0049563
0.0402,0.0055663
0.04025,0.0028203
0.0403,0.0077023
0.04035,-0.0017577
0.0404,-0.0020627
0.04045,0.0052613
0.0405,-0.0014527
0.04055,-0.0029787
0.0406,-0.0075557
0.04065,-0.0057247
0.0407,-0.0041987
0.04075,-0.0017577
0.0408,-0.00084274
0.04085,0.0052613
0.0409,-0.0011477
0.04095,0.0022093
0.041,0.0028203
0.04105,0.010144
0.0411,0.0028203
0.04115,0.0025143
0.0412,0.0043453
0.04125,-0.0026737
0.0413,-0.0045047
0.04135,-0.0011477
0.0414,-0.010303
0.04145,-0.0032837
0.0415,7.326e-05
0.04155,0.00068326
0.0416,0.0028203
0.04165,-0.00084274
0.0417,0.0046513
0.04175,0.0046513
0.0418,0.0067873
0.04185,0.0043453
0.0419,0.00037826
0.04195,-0.0032837
0.042,-0.0014527
0.04205,-0.0051147
0.0421,-0.0045047
0.04215,-0.0048097
0.0422,-0.010303
0.04225,-0.00023174
0.0423,0.0031253
0.04235,0.0012943
0.0424,0.0019043
0.04245,0.0055663
0.0425,0.00068326
0.04255,0.0019043
0.0426,0.0025143
0.04265,0.00037826
0.0427,-0.0048097
0.04275,0.0015993
0.0428,-0.0066407
0.04285,-0.0011477
0.0429,-0.0017577
0.04295,-0.0084717
0.043,-0.0054197
0.04305,0.0034303
0.0431,-0.0048097
0.04315,-0.0023677
0.0432,0.00098926
0.04325,0.0046513
0.0433,0.0046513
0.04335,0.0073973
0.0434,0.0022093
0.04345,0.0028203
0.0435,-0.0066407
0.04355,0.0052613
0.0436,-0.0054197
0.04365,-0.0063357
0.0437,-0.0045047
0.04375,-0.0051147
0.0438,-0.0011477
0.04385,-0.0014527
0.0439,0.0055663
0.04395,0.0052613
0.044,-0.00084274
0.04405,0.0031253
0.0441,0.01228
0.04415,0.0055663
0.0442,-0.0014527
0.04425,-0.0017577
0.0443,-0.0038937
0.04435,0.0019043
0.0444,-0.0011477
0.04445,-0.0072507
0.0445,-0.0099977
0.04455,-0.0026737
0.0446,0.0012943
0.04465,-0.00084274
0.0447,-0.00023174
0.04475,0.0019043
0.0448,0.0028203
0.04485,0.0089233
0.0449,0.0037353
0.04495,0.0055663
0.045,-0.00084274
0.04505,7.326e-05
0.0451,-0.0020627
0.04515,-0.0020627
0.0452,-0.0060307
0.04525,-0.0029787
0.0453,-0.0093867
0.04535,-0.0020627
0.0454,0.0015993
0.04545,-0.00023174
0.0455,0.0043453
0.04555,-0.00084274
0.0456,0.0028203
0.04565,0.0089233
0.0457,0.0083133
0.04575,0.00098926
0.0458,-0.0011477
0.04585,-0.0023677
0.0459,-0.00053674
0.04595,-0.0057247
0.046,-0.0078617
0.04605,-0.0072507
0.0461,-0.0087767
0.04615,0.0034303
0.0462,-0.0014527
0.04625,0.0012943
0.0463,0.0040403
0.04635,0.0031253
0.0464,0.0049563
0.04645,0.0040403
0.0465,0.00037826
0.04655,0.0028203
0.0466,-0.0060307
0.04665,0.0055663
0.0467,-0.0063357
0.04675,-0.0093867
0.0468,-0.0035887
0.04685,-0.0060307
0.0469,0.0025143
0.04695,0.00068326
0.047,0.0019043
0.04705,0.0037353
0.0471,7.326e-05
0.04715,0.0037353
0.0472,0.0052613
0.04725,0.0022093
0.0473,0.0022093
0.04735,-0.0011477
0.0474,-0.0045047
0.04745,0.0012943
0.0475,-0.0041987
0.04755,-0.0029787
0.0476,-0.0054197
0.04765,-0.011524
0.0477,-0.00023174
0.04775,0.0022093
0.0478,0.00037826
0.04785,0.0040403
0.0479,-0.00023174
0.04795,0.0043453
0.048,0.0034303
0.04805,0.0049563
0.0481,-0.0011477
0.04815,-0.0011477
0.0482,-0.0014527
0.04825,-0.0017577
0.0483,-0.0045047
0.04835,-0.0048097
0.0484,-0.010303
0.04845,0.00068326
0.0485,0.0019043
0.04855,-0.00053674
0.0486,0.0031253
0.04865,0.0037353
0.0487,-0.00053674
0.04875,0.0064823
0.0488,0.0055663
0.04885,0.0025143
0.0489,0.0028203
0.04895,-0.0017577
0.049,0.0012943
0.04905,-0.0057247
0.0491,-0.0090817
0.04915,-0.0051147
0.0492,-0.0081667
0.04925,-0.0014527
0.0493,0.00068326
0.04935,0.0034303
0.0494,0.0064823
0.04945,0.0070923
0.0495,0.0043453
0.04955,0.010754
0.0496,0.0052613
0.04965,-0.00023174
0.0497,-0.0054197
0.04975,-0.0023677
0.0498,-0.0032837
0.04985,-0.0075557
0.0499,-0.0048097
0.04995,-0.0057247
0.05,-0.0011477
0.05005,0.0064823
0.0501,0.0015993
0.05015,0.0025143
0.0502,0.0025143
0.05025,0.0046513
0.0503,0.01228
0.05035,0.0046513
0.0504,-0.0023677
0.05045,-0.0014527
0.0505,-0.0063357
0.05055,-0.0035887
0.0506,-0.0023677
0.05065,-0.0051147
0.0507,-0.0045047
0.05075,-0.0057247
0.0508,-0.0038937
0.05085,-0.0011477
0.0509,0.0022093
0.05095,0.0046513
0.051,0.0015993
0.05105,0.012585
0.0511,0.0043453
0.05115,0.0073973
0.0512,0.00037826
0.05125,-0.00053674
0.0513,-0.00023174
0.05135,0.0046513
0.0514,-0.0066407
0.05145,-0.0057247
0.0515,-0.0078617
0.05155,-0.00053674
0.0516,0.0034303
0.05165,-0.0020627
0.0517,7.326e-05
0.05175,0.0025143
0.0518,0.0046513
0.05185,0.0089233
0.0519,0.0086183
0.05195,0.0015993
0.052,-0.0014527
0.05205,0.0055663
0.0521,-0.00053674
0.05215,-0.0023677
0.0522,-0.0063357
0.05225,-0.0075557
0.0523,-0.0087767
0.05235,0.00068326
0.0524,0.00037826
0.05245,0.0019043
0.0525,0.0064823
0.05255,0.0019043
0.0526,0.0058713
0.05265,0.0070923
0.0527,-0.00084274
0.05275,0.0012943
0.0528,0.00037826
0.05285,-0.0045047
0.0529,0.00098926
0.05295,-0.0072507
0.053,-0.0072507
0.05305,-0.0032837
0.0531,-0.0045047
0.05315,0.0037353
0.0532,0.0028203
0.05325,0.0037353
0.0533,0.0046513
0.05335,0.0058713
0.0534,0.0086183
0.05345,0.00037826
0.0535,-0.0051147
0.05355,0.0022093
0.0536,-0.0011477
0.05365,-0.0020627
0.0537,-0.0038937
0.05375,-0.0023677
0.0538,-0.0057247
0.05385,-0.0029787
0.0539,0.00037826
0.05395,0.0040403
0.054,0.0046513
0.05405,7.326e-05
0.0541,0.0019043
0.05415,0.0064823
0.0542,0.0083133
0.05425,-0.0023677
0.0543,-0.0029787
0.05435,-0.0048097
0.0544,-0.0032837
0.05445,0.0015993
0.0545,-0.0063357
0.05455,-0.0087767
0.0546,0.0015993
0.05465,0.0022093
0.0547,0.00068326
0.05475,0.0012943
0.0548,0.0028203
0.05485,0.0086183
0.0549,-0.0023677
0.05495,0.0070923
0.055,0.0055663
0.05505,-0.0020627
0.0551,-0.0048097
0.05515,0.00098926
0.0552,-0.0057247
0.05525,-0.0014527
0.0553,-0.0066407
0.05535,-0.0041987
0.0554,-0.0011477
0.05545,0.0015993
0.0555,0.0031253
0.05555,7.326e-05
0.0556,0.0037353
0.05565,0.0043453
0.0557,0.0028203
0.05575,0.0040403
0.0558,-0.00053674
0.05585,-0.00053674
0.0559,0.0043453
0.05595,-0.0032837
0.056,0.0019043
0.05605,-0.0020627
0.0561,-0.0066407
0.05615,-0.0017577
0.0562,-0.0045047
0.05625,0.0052613
0.0563,0.0034303
0.05635,-0.0023677
0.0564,0.0052613
0.05645,0.0070923
0.0565,0.0061773
0.05655,0.0046513
0.0566,-0.0035887
0.05665,0.0028203
0.0567,-0.0017577
0.05675,0.00098926
0.0568,-0.0048097
0.05685,-0.0078617
0.0569,-0.0069457
0.05695,-0.0011477
0.057,-0.0014527
0.05705,0.0031253
0.0571,0.0022093
0.05715,0.00037826
0.0572,0.0080083
0.05725,0.0061773
0.0573,0.010449
0.05735,0.0012943
0.0574,-0.0023677
0.05745,-0.0035887
0.0575,-0.0054197
0.05755,-0.0029787
0.0576,-0.0063357
0.05765,-0.011524
0.0577,-0.0060307
0.05775,-0.0017577
0.0578,-0.0041987
0.05785,0.0040403
0.0579,0.0034303
0.05795,0.0061773
0.058,0.0058713
0.05805,0.0067873
0.0581,0.0015993
0.05815,-0.00084274
0.0582,-0.0029787
0.05825,0.0022093
0.0583,-0.0041987
0.05835,-0.0032837
0.0584,-0.0060307
0.05845,-0.0069457
0.0585,-0.0020627
0.05855,-0.0020627
0.0586,0.0022093
0.05865,0.0019043
0.0587,0.0022093
0.05875,0.0015993
0.0588,0.0092283
0.05885,0.0089233
0.0589,7.326e-05
0.05895,-0.0038937
0.059,-0.0023677
0.05905,-0.0023677
0.0591,-0.0048097
0.05915,-0.0014527
0.0592,-0.0060307
0.05925,7.326e-05
0.0593,-0.0054197
0.05935,0.00068326
0.0594,-0.00023174
0.05945,-0.0017577
0.0595,0.0034303
0.05955,0.0064823
0.0596,-0.0011477
0.05965,0.0046513
0.0597,0.0028203
0.05975,-0.0011477
0.0598,-0.0032837
0.05985,0.0034303
0.0599,-0.0041987
0.05995,-0.0063357
0.06,-0.0069457
0.06005,0.0025143
0.0601,0.0019043
0.06015,-0.0032837
0.0602,0.0046513
0.06025,0.00068326
0.0603,0.0067873
0.06035,0.0061773
0.0604,0.0031253
0.06045,-0.00084274
0.0605,7.326e-05
0.06055,-0.0023677
0.0606,-0.00023174
0.06065,-0.0069457
0.0607,-0.0069457
0.06075,-0.0075557
0.0608,-0.0026737
0.06085,0.0019043
0.0609,-0.0014527
0.06095,-0.00053674
0.061,0.0015993
0.06105,0.0025143
0.0611,0.0067873
0.06115,0.010144
